id,Team1,Team2,match_date,Season_Year,Venue_Name,City_Name,Country_Name,Toss_Winner,match_winner,Toss_Name,Win_Type,Outcome_Type,ManOfMach,Win_Margin
0,Royal Challengers Bangalore,Kolkata Knight Riders,4/18/2008,2008,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Kolkata Knight Riders,field,runs,Result,BB McCullum,140
1,Kings XI Punjab,Chennai Super Kings,4/19/2008,2008,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,MEK Hussey,33
2,Delhi Daredevils,Rajasthan Royals,4/19/2008,2008,Feroz Shah Kotla,Delhi,India,Rajasthan Royals,Delhi Daredevils,bat,wickets,Result,MF Maharoof,9
3,Mumbai Indians,Royal Challengers Bangalore,4/20/2008,2008,Wankhede Stadium,Mumbai,India,Mumbai Indians,Royal Challengers Bangalore,bat,wickets,Result,MV Boucher,5
4,Kolkata Knight Riders,Deccan Chargers,4/20/2008,2008,Eden Gardens,Kolkata,India,Deccan Chargers,Kolkata Knight Riders,bat,wickets,Result,DJ Hussey,5
5,Rajasthan Royals,Kings XI Punjab,4/21/2008,2008,Sawai Mansingh Stadium,Jaipur,India,Kings XI Punjab,Rajasthan Royals,bat,wickets,Result,SR Watson,6
6,Deccan Chargers,Delhi Daredevils,4/22/2008,2008,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Deccan Chargers,Delhi Daredevils,bat,wickets,Result,V Sehwag,9
7,Chennai Super Kings,Mumbai Indians,4/23/2008,2008,"MA Chidambaram Stadium, Chepauk",Chennai,India,Mumbai Indians,Chennai Super Kings,field,runs,Result,ML Hayden,6
8,Deccan Chargers,Rajasthan Royals,4/24/2008,2008,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,YK Pathan,3
9,Kings XI Punjab,Mumbai Indians,4/25/2008,2008,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Mumbai Indians,Kings XI Punjab,field,runs,Result,KC Sangakkara,66
10,Royal Challengers Bangalore,Rajasthan Royals,4/26/2008,2008,M Chinnaswamy Stadium,Bangalore,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,SR Watson,7
11,Chennai Super Kings,Kolkata Knight Riders,4/26/2008,2008,"MA Chidambaram Stadium, Chepauk",Chennai,India,Kolkata Knight Riders,Chennai Super Kings,bat,wickets,Result,JDP Oram,9
12,Mumbai Indians,Deccan Chargers,4/27/2008,2008,Dr DY Patil Sports Academy,Mumbai,India,Deccan Chargers,Deccan Chargers,field,wickets,Result,AC Gilchrist,10
13,Kings XI Punjab,Delhi Daredevils,4/27/2008,2008,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Delhi Daredevils,Kings XI Punjab,bat,wickets,Result,SM Katich,4
14,Royal Challengers Bangalore,Chennai Super Kings,4/28/2008,2008,M Chinnaswamy Stadium,Bangalore,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,MS Dhoni,13
15,Kolkata Knight Riders,Mumbai Indians,4/29/2008,2008,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Mumbai Indians,bat,wickets,Result,ST Jayasuriya,7
16,Delhi Daredevils,Royal Challengers Bangalore,4/30/2008,2008,Feroz Shah Kotla,Delhi,India,Royal Challengers Bangalore,Delhi Daredevils,field,runs,Result,GD McGrath,10
17,Deccan Chargers,Kings XI Punjab,05-01-2008,2008,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,SE Marsh,7
18,Rajasthan Royals,Kolkata Knight Riders,05-01-2008,2008,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,bat,runs,Result,SA Asnodkar,45
19,Chennai Super Kings,Delhi Daredevils,05-02-2008,2008,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Delhi Daredevils,bat,wickets,Result,V Sehwag,8
20,Deccan Chargers,Royal Challengers Bangalore,5/25/2008,2008,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Deccan Chargers,Royal Challengers Bangalore,bat,wickets,Result,R Vinay Kumar,5
21,Kings XI Punjab,Kolkata Knight Riders,05-03-2008,2008,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Kings XI Punjab,bat,runs,Result,IK Pathan,9
22,Mumbai Indians,Delhi Daredevils,05-04-2008,2008,Dr DY Patil Sports Academy,Mumbai,India,Delhi Daredevils,Mumbai Indians,field,runs,Result,SM Pollock,29
23,Rajasthan Royals,Chennai Super Kings,05-04-2008,2008,Sawai Mansingh Stadium,Jaipur,India,Chennai Super Kings,Rajasthan Royals,bat,wickets,Result,Sohail Tanvir,8
24,Royal Challengers Bangalore,Kings XI Punjab,05-05-2008,2008,M Chinnaswamy Stadium,Bangalore,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,S Sreesanth,6
25,Chennai Super Kings,Deccan Chargers,05-06-2008,2008,"MA Chidambaram Stadium, Chepauk",Chennai,India,Deccan Chargers,Deccan Chargers,field,wickets,Result,AC Gilchrist,7
26,Mumbai Indians,Rajasthan Royals,05-07-2008,2008,Dr DY Patil Sports Academy,Mumbai,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,A Nehra,7
27,Delhi Daredevils,Chennai Super Kings,05-08-2008,2008,Feroz Shah Kotla,Delhi,India,Chennai Super Kings,Chennai Super Kings,field,wickets,Result,MS Dhoni,4
28,Kolkata Knight Riders,Royal Challengers Bangalore,05-08-2008,2008,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,SC Ganguly,5
29,Rajasthan Royals,Deccan Chargers,05-09-2008,2008,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,YK Pathan,8
30,Royal Challengers Bangalore,Mumbai Indians,5/28/2008,2008,M Chinnaswamy Stadium,Bangalore,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,CRD Fernando,9
31,Chennai Super Kings,Kings XI Punjab,05-10-2008,2008,"MA Chidambaram Stadium, Chepauk",Chennai,India,Kings XI Punjab,Chennai Super Kings,field,runs,Result,L Balaji,18
32,Deccan Chargers,Kolkata Knight Riders,05-11-2008,2008,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,SC Ganguly,23
33,Rajasthan Royals,Delhi Daredevils,05-11-2008,2008,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,SR Watson,3
34,Kings XI Punjab,Royal Challengers Bangalore,05-12-2008,2008,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Royal Challengers Bangalore,Kings XI Punjab,bat,wickets,Result,SE Marsh,9
35,Kolkata Knight Riders,Delhi Daredevils,5/13/2008,2008,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,Shoaib Akhtar,23
36,Mumbai Indians,Chennai Super Kings,5/14/2008,2008,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,ST Jayasuriya,9
37,Kings XI Punjab,Rajasthan Royals,5/28/2008,2008,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Rajasthan Royals,Kings XI Punjab,field,runs,Result,SE Marsh,41
38,Delhi Daredevils,Deccan Chargers,5/15/2008,2008,Feroz Shah Kotla,Delhi,India,Deccan Chargers,Delhi Daredevils,field,runs,Result,A Mishra,12
39,Mumbai Indians,Kolkata Knight Riders,5/16/2008,2008,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,SM Pollock,8
40,Delhi Daredevils,Kings XI Punjab,5/17/2008,2008,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Kings XI Punjab,bat,runs,Result,DPMD Jayawardene,6
41,Rajasthan Royals,Royal Challengers Bangalore,5/17/2008,2008,Sawai Mansingh Stadium,Jaipur,India,Royal Challengers Bangalore,Rajasthan Royals,field,runs,Result,GC Smith,65
42,Deccan Chargers,Mumbai Indians,5/18/2008,2008,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Deccan Chargers,Mumbai Indians,field,runs,Result,DJ Bravo,25
43,Kolkata Knight Riders,Chennai Super Kings,5/18/2008,2008,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Chennai Super Kings,bat,runs,Result,M Ntini,3
44,Royal Challengers Bangalore,Delhi Daredevils,5/19/2008,2008,M Chinnaswamy Stadium,Bangalore,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,SP Goswami,5
45,Kolkata Knight Riders,Rajasthan Royals,5/20/2008,2008,Eden Gardens,Kolkata,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,YK Pathan,6
46,Mumbai Indians,Kings XI Punjab,5/21/2008,2008,Wankhede Stadium,Mumbai,India,Mumbai Indians,Kings XI Punjab,field,runs,Result,SE Marsh,1
47,Chennai Super Kings,Royal Challengers Bangalore,5/21/2008,2008,"MA Chidambaram Stadium, Chepauk",Chennai,India,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,Result,A Kumble,14
48,Kings XI Punjab,Deccan Chargers,5/23/2008,2008,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,SE Marsh,6
49,Delhi Daredevils,Mumbai Indians,5/24/2008,2008,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,KD Karthik,5
50,Chennai Super Kings,Rajasthan Royals,5/24/2008,2008,"MA Chidambaram Stadium, Chepauk",Chennai,India,Rajasthan Royals,Rajasthan Royals,bat,runs,Result,JA Morkel,10
51,Royal Challengers Bangalore,Deccan Chargers,05-03-2008,2008,M Chinnaswamy Stadium,Bangalore,India,Deccan Chargers,Royal Challengers Bangalore,field,runs,Result,P Kumar,3
52,Kolkata Knight Riders,Kings XI Punjab,5/25/2008,2008,Eden Gardens,Kolkata,India,Kings XI Punjab,Kolkata Knight Riders,bat,wickets,Result,Umar Gul,3
53,Rajasthan Royals,Mumbai Indians,5/26/2008,2008,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,Sohail Tanvir,5
54,Deccan Chargers,Chennai Super Kings,5/27/2008,2008,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Deccan Chargers,Chennai Super Kings,bat,wickets,Result,SK Raina,7
55,Delhi Daredevils,Rajasthan Royals,5/30/2008,2008,Wankhede Stadium,Mumbai,India,Delhi Daredevils,Rajasthan Royals,field,runs,Result,SR Watson,105
56,Chennai Super Kings,Kings XI Punjab,5/31/2008,2008,Wankhede Stadium,Mumbai,India,Kings XI Punjab,Chennai Super Kings,bat,wickets,Result,M Ntini,9
57,Chennai Super Kings,Rajasthan Royals,06-01-2008,2008,Dr DY Patil Sports Academy,Mumbai,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,YK Pathan,3
58,Chennai Super Kings,Mumbai Indians,4/18/2009,2009,Newlands,Cape Town,South Africa,Chennai Super Kings,Mumbai Indians,field,runs,Result,SR Tendulkar,19
59,Royal Challengers Bangalore,Rajasthan Royals,4/18/2009,2009,Newlands,Cape Town,South Africa,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,Result,R Dravid,75
60,Delhi Daredevils,Kings XI Punjab,4/19/2009,2009,Newlands,Cape Town,South Africa,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,DL Vettori,10
61,Deccan Chargers,Kolkata Knight Riders,4/19/2009,2009,Newlands,Cape Town,South Africa,Kolkata Knight Riders,Deccan Chargers,bat,wickets,Result,RP Singh,8
62,Royal Challengers Bangalore,Chennai Super Kings,4/20/2009,2009,St George's Park,Port Elizabeth,South Africa,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,M Muralitharan,92
63,Kings XI Punjab,Kolkata Knight Riders,4/21/2009,2009,Kingsmead,Durban,South Africa,Kolkata Knight Riders,Kolkata Knight Riders,field,runs,Result,CH Gayle,11
64,Royal Challengers Bangalore,Deccan Chargers,4/22/2009,2009,Newlands,Cape Town,South Africa,Deccan Chargers,Deccan Chargers,bat,runs,Result,AC Gilchrist,24
65,Chennai Super Kings,Delhi Daredevils,4/23/2009,2009,Kingsmead,Durban,South Africa,Delhi Daredevils,Delhi Daredevils,bat,runs,Result,AB de Villiers,9
66,Kolkata Knight Riders,Rajasthan Royals,4/23/2009,2009,Newlands,Cape Town,South Africa,Kolkata Knight Riders,Rajasthan Royals,field,Tie,Superover,YK Pathan,NULL
67,Royal Challengers Bangalore,Kings XI Punjab,4/24/2009,2009,Kingsmead,Durban,South Africa,Royal Challengers Bangalore,Kings XI Punjab,bat,wickets,Result,RS Bopara,7
68,Deccan Chargers,Mumbai Indians,4/25/2009,2009,Kingsmead,Durban,South Africa,Deccan Chargers,Deccan Chargers,bat,runs,Result,PP Ojha,12
69,Royal Challengers Bangalore,Delhi Daredevils,4/26/2009,2009,St George's Park,Port Elizabeth,South Africa,Royal Challengers Bangalore,Delhi Daredevils,bat,wickets,Result,TM Dilshan,6
70,Kings XI Punjab,Rajasthan Royals,4/26/2009,2009,Newlands,Cape Town,South Africa,Kings XI Punjab,Kings XI Punjab,bat,runs,Result,KC Sangakkara,27
71,Chennai Super Kings,Deccan Chargers,4/27/2009,2009,Kingsmead,Durban,South Africa,Deccan Chargers,Deccan Chargers,field,wickets,Result,HH Gibbs,6
72,Kolkata Knight Riders,Mumbai Indians,4/27/2009,2009,St George's Park,Port Elizabeth,South Africa,Mumbai Indians,Mumbai Indians,bat,runs,Result,SR Tendulkar,92
73,Delhi Daredevils,Rajasthan Royals,4/28/2009,2009,SuperSport Park,Centurion,South Africa,Delhi Daredevils,Rajasthan Royals,bat,wickets,Result,YK Pathan,5
74,Royal Challengers Bangalore,Kolkata Knight Riders,4/29/2009,2009,Kingsmead,Durban,South Africa,Kolkata Knight Riders,Royal Challengers Bangalore,bat,wickets,Result,MV Boucher,5
75,Kings XI Punjab,Mumbai Indians,4/29/2009,2009,Kingsmead,Durban,South Africa,Kings XI Punjab,Kings XI Punjab,bat,runs,Result,KC Sangakkara,3
76,Deccan Chargers,Delhi Daredevils,4/30/2009,2009,SuperSport Park,Centurion,South Africa,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,DP Nannes,6
77,Chennai Super Kings,Rajasthan Royals,4/30/2009,2009,SuperSport Park,Centurion,South Africa,Rajasthan Royals,Chennai Super Kings,field,runs,Result,SK Raina,38
78,Kolkata Knight Riders,Mumbai Indians,05-01-2009,2009,Buffalo Park,East London,South Africa,Mumbai Indians,Mumbai Indians,bat,runs,Result,JP Duminy,9
79,Royal Challengers Bangalore,Kings XI Punjab,05-01-2009,2009,Kingsmead,Durban,South Africa,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,Result,Yuvraj Singh,8
80,Deccan Chargers,Rajasthan Royals,05-02-2009,2009,St George's Park,Port Elizabeth,South Africa,Deccan Chargers,Rajasthan Royals,bat,wickets,Result,YK Pathan,3
81,Chennai Super Kings,Delhi Daredevils,05-02-2009,2009,New Wanderers Stadium,Johannesburg,South Africa,Delhi Daredevils,Chennai Super Kings,field,runs,Result,SB Jakati,18
82,Kings XI Punjab,Kolkata Knight Riders,05-03-2009,2009,St George's Park,Port Elizabeth,South Africa,Kolkata Knight Riders,Kings XI Punjab,bat,wickets,Result,DPMD Jayawardene,6
83,Royal Challengers Bangalore,Mumbai Indians,05-03-2009,2009,New Wanderers Stadium,Johannesburg,South Africa,Mumbai Indians,Royal Challengers Bangalore,bat,wickets,Result,JH Kallis,9
84,Chennai Super Kings,Deccan Chargers,05-04-2009,2009,Buffalo Park,East London,South Africa,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,MS Dhoni,78
85,Kings XI Punjab,Rajasthan Royals,05-05-2009,2009,Kingsmead,Durban,South Africa,Kings XI Punjab,Rajasthan Royals,field,runs,Result,GC Smith,78
86,Delhi Daredevils,Kolkata Knight Riders,05-05-2009,2009,Kingsmead,Durban,South Africa,Kolkata Knight Riders,Delhi Daredevils,bat,wickets,Result,G Gambhir,9
87,Deccan Chargers,Mumbai Indians,05-06-2009,2009,SuperSport Park,Centurion,South Africa,Deccan Chargers,Deccan Chargers,bat,runs,Result,RG Sharma,19
88,Royal Challengers Bangalore,Rajasthan Royals,05-07-2009,2009,SuperSport Park,Centurion,South Africa,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,A Singh,7
89,Chennai Super Kings,Kings XI Punjab,05-07-2009,2009,SuperSport Park,Centurion,South Africa,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,ML Hayden,12
90,Delhi Daredevils,Mumbai Indians,05-08-2009,2009,Buffalo Park,East London,South Africa,Mumbai Indians,Delhi Daredevils,bat,wickets,Result,A Nehra,7
91,Deccan Chargers,Kings XI Punjab,05-09-2009,2009,De Beers Diamond Oval,Kimberley,South Africa,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,DPMD Jayawardene,3
92,Chennai Super Kings,Rajasthan Royals,05-09-2009,2009,De Beers Diamond Oval,Kimberley,South Africa,Rajasthan Royals,Chennai Super Kings,bat,wickets,Result,S Badrinath,7
93,Royal Challengers Bangalore,Mumbai Indians,05-10-2009,2009,St George's Park,Port Elizabeth,South Africa,Mumbai Indians,Mumbai Indians,bat,runs,Result,JP Duminy,16
94,Delhi Daredevils,Kolkata Knight Riders,05-10-2009,2009,New Wanderers Stadium,Johannesburg,South Africa,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,A Mishra,7
95,Deccan Chargers,Rajasthan Royals,05-11-2009,2009,De Beers Diamond Oval,Kimberley,South Africa,Deccan Chargers,Deccan Chargers,bat,runs,Result,DR Smith,53
96,Royal Challengers Bangalore,Kolkata Knight Riders,05-12-2009,2009,SuperSport Park,Centurion,South Africa,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,LRPL Taylor,6
97,Kings XI Punjab,Mumbai Indians,05-12-2009,2009,SuperSport Park,Centurion,South Africa,Kings XI Punjab,Mumbai Indians,bat,wickets,Result,Harbhajan Singh,8
98,Deccan Chargers,Delhi Daredevils,5/13/2009,2009,Kingsmead,Durban,South Africa,Deccan Chargers,Delhi Daredevils,field,runs,Result,R Bhatia,12
99,Royal Challengers Bangalore,Chennai Super Kings,5/14/2009,2009,Kingsmead,Durban,South Africa,Chennai Super Kings,Royal Challengers Bangalore,bat,wickets,Result,LRPL Taylor,2
100,Mumbai Indians,Rajasthan Royals,5/14/2009,2009,Kingsmead,Durban,South Africa,Rajasthan Royals,Rajasthan Royals,bat,runs,Result,SK Warne,2
101,Delhi Daredevils,Kings XI Punjab,5/15/2009,2009,OUTsurance Oval,Bloemfontein,South Africa,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,B Lee,6
102,Chennai Super Kings,Mumbai Indians,5/16/2009,2009,St George's Park,Port Elizabeth,South Africa,Mumbai Indians,Chennai Super Kings,bat,wickets,Result,ML Hayden,7
103,Deccan Chargers,Kolkata Knight Riders,5/16/2009,2009,New Wanderers Stadium,Johannesburg,South Africa,Deccan Chargers,Deccan Chargers,field,wickets,Result,RG Sharma,6
104,Deccan Chargers,Kings XI Punjab,5/17/2009,2009,New Wanderers Stadium,Johannesburg,South Africa,Deccan Chargers,Kings XI Punjab,field,runs,Result,Yuvraj Singh,1
105,Delhi Daredevils,Rajasthan Royals,5/17/2009,2009,OUTsurance Oval,Bloemfontein,South Africa,Delhi Daredevils,Delhi Daredevils,bat,runs,Result,AB de Villiers,14
106,Chennai Super Kings,Kolkata Knight Riders,5/18/2009,2009,SuperSport Park,Centurion,South Africa,Chennai Super Kings,Kolkata Knight Riders,bat,wickets,Result,BJ Hodge,7
107,Royal Challengers Bangalore,Delhi Daredevils,5/19/2009,2009,New Wanderers Stadium,Johannesburg,South Africa,Delhi Daredevils,Royal Challengers Bangalore,bat,wickets,Result,JH Kallis,7
108,Kolkata Knight Riders,Rajasthan Royals,5/20/2009,2009,Kingsmead,Durban,South Africa,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,LR Shukla,4
109,Chennai Super Kings,Kings XI Punjab,5/20/2009,2009,Kingsmead,Durban,South Africa,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,M Muralitharan,24
110,Delhi Daredevils,Mumbai Indians,5/21/2009,2009,SuperSport Park,Centurion,South Africa,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,V Sehwag,4
111,Royal Challengers Bangalore,Deccan Chargers,5/21/2009,2009,SuperSport Park,Centurion,South Africa,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,Result,MK Pandey,12
112,Delhi Daredevils,Deccan Chargers,5/22/2009,2009,SuperSport Park,Centurion,South Africa,Deccan Chargers,Deccan Chargers,field,wickets,Result,AC Gilchrist,6
113,Royal Challengers Bangalore,Chennai Super Kings,5/23/2009,2009,New Wanderers Stadium,Johannesburg,South Africa,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,MK Pandey,6
114,Royal Challengers Bangalore,Deccan Chargers,5/24/2009,2009,New Wanderers Stadium,Johannesburg,South Africa,Royal Challengers Bangalore,Deccan Chargers,field,runs,Result,A Kumble,6
115,Deccan Chargers,Kolkata Knight Riders,03-12-2010,2010,Dr DY Patil Sports Academy,Mumbai,India,Deccan Chargers,Kolkata Knight Riders,field,runs,Result,AD Mathews,11
116,Mumbai Indians,Rajasthan Royals,3/13/2010,2010,Brabourne Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,YK Pathan,4
117,Kings XI Punjab,Delhi Daredevils,3/13/2010,2010,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,G Gambhir,5
118,Kolkata Knight Riders,Royal Challengers Bangalore,3/14/2010,2010,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,MK Tiwary,7
119,Chennai Super Kings,Deccan Chargers,3/14/2010,2010,"MA Chidambaram Stadium, Chepauk",Chennai,India,Deccan Chargers,Deccan Chargers,bat,runs,Result,WPUJC Vaas,31
120,Rajasthan Royals,Delhi Daredevils,3/15/2010,2010,"Sardar Patel Stadium, Motera",Ahmedabad,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,V Sehwag,6
121,Royal Challengers Bangalore,Kings XI Punjab,3/16/2010,2010,M Chinnaswamy Stadium,Bangalore,India,Kings XI Punjab,Royal Challengers Bangalore,bat,wickets,Result,JH Kallis,8
122,Kolkata Knight Riders,Chennai Super Kings,3/16/2010,2010,Eden Gardens,Kolkata,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,MS Dhoni,55
123,Delhi Daredevils,Mumbai Indians,3/17/2010,2010,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Mumbai Indians,field,runs,Result,SR Tendulkar,98
124,Royal Challengers Bangalore,Rajasthan Royals,3/18/2010,2010,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,JH Kallis,10
125,Delhi Daredevils,Chennai Super Kings,3/19/2010,2010,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Chennai Super Kings,bat,wickets,Result,ML Hayden,5
126,Deccan Chargers,Kings XI Punjab,3/19/2010,2010,Barabati Stadium,Cuttack,India,Kings XI Punjab,Deccan Chargers,field,runs,Result,A Symonds,6
127,Rajasthan Royals,Kolkata Knight Riders,3/20/2010,2010,"Sardar Patel Stadium, Motera",Ahmedabad,India,Rajasthan Royals,Rajasthan Royals,bat,runs,Result,AA Jhunjhunwala,34
128,Mumbai Indians,Royal Challengers Bangalore,3/20/2010,2010,Brabourne Stadium,Mumbai,India,Mumbai Indians,Royal Challengers Bangalore,bat,wickets,Result,JH Kallis,7
129,Deccan Chargers,Delhi Daredevils,3/21/2010,2010,Barabati Stadium,Cuttack,India,Deccan Chargers,Deccan Chargers,bat,runs,Result,A Symonds,10
130,Chennai Super Kings,Kings XI Punjab,3/21/2010,2010,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Kings XI Punjab,field,Tie,Superover,J Theron,NULL
131,Mumbai Indians,Kolkata Knight Riders,3/22/2010,2010,Brabourne Stadium,Mumbai,India,Kolkata Knight Riders,Mumbai Indians,bat,wickets,Result,SR Tendulkar,7
132,Royal Challengers Bangalore,Chennai Super Kings,3/23/2010,2010,M Chinnaswamy Stadium,Bangalore,India,Chennai Super Kings,Royal Challengers Bangalore,field,runs,Result,RV Uthappa,36
133,Kings XI Punjab,Rajasthan Royals,3/24/2010,2010,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Rajasthan Royals,field,runs,Result,AC Voges,31
134,Mumbai Indians,Chennai Super Kings,3/25/2010,2010,Brabourne Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,SR Tendulkar,5
135,Rajasthan Royals,Deccan Chargers,3/26/2010,2010,"Sardar Patel Stadium, Motera",Ahmedabad,India,Deccan Chargers,Rajasthan Royals,bat,wickets,Result,YK Pathan,8
136,Kings XI Punjab,Kolkata Knight Riders,3/27/2010,2010,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,MK Tiwary,39
137,Royal Challengers Bangalore,Delhi Daredevils,3/25/2010,2010,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Delhi Daredevils,field,runs,Result,KM Jadhav,17
138,Rajasthan Royals,Chennai Super Kings,3/28/2010,2010,"Sardar Patel Stadium, Motera",Ahmedabad,India,Rajasthan Royals,Rajasthan Royals,bat,runs,Result,NV Ojha,17
139,Deccan Chargers,Mumbai Indians,3/28/2010,2010,Dr DY Patil Sports Academy,Mumbai,India,Deccan Chargers,Mumbai Indians,field,runs,Result,Harbhajan Singh,41
140,Delhi Daredevils,Kolkata Knight Riders,3/29/2010,2010,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,bat,runs,Result,DA Warner,40
141,Mumbai Indians,Kings XI Punjab,3/30/2010,2010,Brabourne Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,SL Malinga,4
142,Chennai Super Kings,Royal Challengers Bangalore,3/31/2010,2010,"MA Chidambaram Stadium, Chepauk",Chennai,India,Royal Challengers Bangalore,Chennai Super Kings,bat,wickets,Result,M Vijay,5
143,Delhi Daredevils,Rajasthan Royals,3/31/2010,2010,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,bat,runs,Result,KD Karthik,67
144,Kolkata Knight Riders,Deccan Chargers,04-01-2010,2010,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,SC Ganguly,24
145,Kings XI Punjab,Royal Challengers Bangalore,04-02-2010,2010,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Royal Challengers Bangalore,bat,wickets,Result,KP Pietersen,6
146,Chennai Super Kings,Rajasthan Royals,04-03-2010,2010,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,M Vijay,23
147,Mumbai Indians,Deccan Chargers,04-03-2010,2010,Brabourne Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,AT Rayudu,63
148,Kolkata Knight Riders,Kings XI Punjab,04-04-2010,2010,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kings XI Punjab,bat,wickets,Result,DPMD Jayawardene,8
